#nx=3 [0.00000000000E+00,1.00000000000E-01] [1.00000000000E-01,2.00000000000E-01] [2.00000000000E-01,3.00000000000E-01] [3.00000000000E-01,4.00000000000E-01] [4.00000000000E-01,5.00000000000E-01] [5.00000000000E-01,6.00000000000E-01] [6.00000000000E-01,7.00000000000E-01] [7.00000000000E-01,8.00000000000E-01] [8.00000000000E-01,9.00000000000E-01] [9.00000000000E-01,1.00000000000E+00] [1.00000000000E+00,1.20000000000E+00] [1.20000000000E+00,1.30000000000E+00] [1.30000000000E+00,1.40000000000E+00] [1.40000000000E+00,1.50000000000E+00] [1.50000000000E+00,1.60000000000E+00] [1.60000000000E+00,1.70000000000E+00] [1.70000000000E+00,1.80000000000E+00] [1.80000000000E+00,1.90000000000E+00] [1.90000000000E+00,2.00000000000E+00] [2.00000000000E+00,2.10000000000E+00] [2.10000000000E+00,2.20000000000E+00] [2.20000000000E+00,2.30000000000E+00] [2.30000000000E+00,2.40000000000E+00] [2.40000000000E+00,2.50000000000E+00] [2.50000000000E+00,2.60000000000E+00] [2.60000000000E+00,2.70000000000E+00] [2.70000000000E+00,2.80000000000E+00] [2.80000000000E+00,2.90000000000E+00] [2.90000000000E+00,3.00000000000E+00] [3.00000000000E+00,3.10000000000E+00] [3.10000000000E+00,3.20000000000E+00] [3.20000000000E+00,3.30000000000E+00] [3.30000000000E+00,3.40000000000E+00] [3.40000000000E+00,3.50000000000E+00] [3.50000000000E+00,3.60000000000E+00] [3.60000000000E+00,3.70000000000E+00] [3.70000000000E+00,3.80000000000E+00] [3.80000000000E+00,3.90000000000E+00] [3.90000000000E+00,4.00000000000E+00] [4.00000000000E+00,4.20000000000E+00] [4.20000000000E+00,4.40000000000E+00] 
../RV/RVjob_highstat/855/00/WpJ.WpJ_RV.RV.abs_yj1.s85500.tab.gz 1.62824430692E-03 1.20981686301E-03 1.75861843304E-03 8.63936761473E-04 1.46121143602E-03 1.86380612429E-03 5.43959312806E-04 1.33498507321E-03 1.44180050885E-03 1.49855243520E-03 9.82838292789E-04 1.06702795190E-03 1.46522130420E-03 1.57187176853E-03 1.25628949746E-03 1.68708656904E-03 1.13101708474E-03 1.33253963074E-03 1.68097000005E-03 1.33664815805E-03 1.67726458910E-03 1.79402050569E-03 1.75760867595E-03 1.55261539279E-03 1.79041178708E-03 1.57582401631E-03 2.18078427725E-03 1.42537226981E-03 8.01873662870E-04 1.25960015532E-03 1.86410550708E-03 9.28636819382E-04 1.97668889559E-03 1.57536677860E-03 1.28128708932E-03 1.72796964015E-03 1.93929028222E-03 5.67745303110E-04 1.38921895725E-03 2.31280819329E-03 1.72279714039E-03
../RV/RVjob_highstat/926/00/WpJ.WpJ_RV.RV.abs_yj1.s92600.tab.gz 1.50509450954E-03 1.58015241306E-03 1.60925675125E-03 9.99212967302E-04 1.34553429884E-03 1.70658232652E-03 1.82715581779E-03 1.67113377605E-03 6.92622392948E-04 1.95250932590E-03 1.49135238420E-03 1.39929926405E-03 1.32972767564E-03 1.09597788629E-03 1.02389647467E-03 1.90758709050E-03 1.76052773056E-03 1.40672944935E-03 1.06714792186E-03 1.65112443679E-03 1.33299547022E-03 1.39288584399E-03 1.86568706123E-03 1.89907940187E-03 1.77653361870E-03 1.84722880744E-03 1.56006657753E-03 1.55961724024E-03 2.30033045695E-03 2.24037826844E-03 1.32422247030E-03 1.66129550662E-03 1.37509775300E-03 1.44213352785E-03 1.91298927427E-03 1.08910237051E-03 1.41254924399E-03 1.05952718515E-03 1.92786713639E-03 7.96141180515E-04 2.37957057125E-03
../RV/RVjob_highstat/780/00/WpJ.WpJ_RV.RV.abs_yj1.s78000.tab.gz 4.56673662315E-04 1.02199516388E-03 1.60675585259E-03 1.51088388872E-03 1.23425076174E-03 1.38966850666E-03 1.70500078481E-03 1.67587413554E-03 1.33840185336E-03 9.28956809164E-04 1.23731515537E-03 1.94619998460E-03 1.41612042711E-03 7.62956508354E-04 9.56650684200E-04 1.79489379196E-03 1.94169019602E-03 9.98506742411E-04 8.46697799662E-04 1.28836509823E-03 8.37954338831E-04 4.36421718453E-04 2.08616497787E-03 1.79490085059E-03 1.23200865376E-03 1.68317138527E-03 4.64599161598E-04 1.55717027246E-03 1.07387234042E-03 9.12625506916E-04 1.87976346761E-03 2.13636153144E-03 1.44392041155E-03 6.43353984313E-04 1.82987943408E-03 9.08345780814E-04 9.65264650429E-04 1.49917737745E-03 1.68084122620E-03 1.48717561116E-03 3.22129265530E-04
../RV/RVjob_highstat/851/00/WpJ.WpJ_RV.RV.abs_yj1.s85100.tab.gz 1.57078835826E-03 1.08812854099E-03 1.06154300540E-03 1.46359527866E-03 8.61346664478E-04 1.61258323419E-03 1.09390583401E-03 1.67504548419E-03 1.92815827970E-03 1.11899436351E-03 1.83036328890E-03 1.30046633563E-03 1.39768442156E-03 1.18579642257E-03 1.10607083070E-03 1.31161897154E-03 1.43246518454E-03 1.91028309154E-03 1.06317287083E-03 9.36713857882E-04 1.57259817713E-03 1.68562338491E-03 1.38931006675E-03 1.26973350638E-03 1.40822439441E-03 1.09232999020E-03 1.49266498211E-03 1.69754753961E-03 1.69655551835E-03 1.54020665376E-03 1.02326155746E-03 1.69722686115E-03 1.56253642541E-03 1.25109295518E-03 1.16738955201E-03 1.14590808599E-03 2.10281250035E-03 9.80624061916E-04 1.98070335627E-03 5.46997431975E-04 1.94989144587E-03
../RV/RVjob_highstat/484/00/WpJ.WpJ_RV.RV.abs_yj1.s48400.tab.gz 1.82532959677E-03 1.34212521051E-03 1.30996383979E-03 1.49474627607E-03 1.26499898745E-03 9.55328049519E-04 9.61253630553E-04 6.61979431583E-04 1.14317009689E-03 5.36955275217E-04 7.07054696268E-04 1.70865663591E-03 1.66072710169E-03 1.40321344047E-03 8.10503221239E-04 1.80436478171E-03 1.69398329764E-03 1.49635127293E-03 1.54685574398E-03 9.62487049274E-04 1.80377921366E-03 1.74360339143E-03 1.17684961486E-03 1.33653428635E-03 2.09746807669E-03 1.86139929164E-03 1.60118415348E-03 1.56320488822E-03 1.81531968393E-03 1.70646380679E-03 1.60381868367E-03 1.50186087589E-03 1.30736006731E-03 1.44527393770E-03 1.47532461728E-03 1.52206514042E-03 2.28449979546E-03 9.70164885678E-04 1.63283815836E-03 1.19747047640E-03 2.17023555960E-03
../RV/RVjob_highstat/555/00/WpJ.WpJ_RV.RV.abs_yj1.s55500.tab.gz 1.84216894548E-03 1.05779997078E-03 9.87060376894E-04 1.67116308517E-03 1.31458873066E-03 1.42069221353E-03 1.28614116984E-03 1.60746909669E-03 6.31546572006E-04 1.36083694304E-03 1.17086514618E-03 7.87313132186E-04 1.29922024196E-03 1.37662209468E-03 1.49384907335E-03 1.36546764544E-03 1.32623906949E-03 1.20347997716E-03 1.46958261160E-03 1.60225837788E-03 1.26859508475E-03 1.16332115895E-03 1.24628630176E-03 1.89554357869E-03 1.74423264160E-03 1.07056091902E-03 1.26457438648E-03 1.12833422225E-03 2.21792287045E-03 1.16974142986E-03 1.61975564666E-03 7.54592159400E-04 1.44759906879E-03 1.83064029948E-03 1.01876601855E-03 9.97521025920E-04 3.89221181070E-04 8.88382336323E-04 1.07224752145E-03 9.34605923169E-04 1.73052474518E-03
../RV/RVjob_highstat/188/00/WpJ.WpJ_RV.RV.abs_yj1.s18800.tab.gz 1.40385117106E-03 1.31894313232E-03 1.67886122385E-03 1.50242092744E-03 8.26090605115E-04 1.39108169908E-03 1.36701060200E-03 1.85796913198E-03 1.53651292299E-03 1.86446953593E-03 1.14779976906E-03 1.24840581346E-03 1.10960567835E-03 1.30600194350E-03 1.56793889257E-03 1.54346138276E-03 1.35352413084E-03 1.66122816299E-03 1.93210186951E-03 1.62191082815E-03 1.22286305738E-03 1.64629183754E-03 9.60607183098E-04 1.32380179831E-03 1.45127576665E-03 9.47262241789E-04 2.13192950062E-03 1.40490241031E-03 1.82439032641E-03 1.37770458464E-03 1.79280054503E-03 1.04247592852E-03 1.35317552825E-03 1.89820223850E-03 1.97898811994E-03 8.04339736629E-04 1.72962474402E-03 1.50494675010E-03 1.24332362570E-03 1.80397256989E-03 1.46850450597E-03
../RV/RVjob_highstat/968/00/WpJ.WpJ_RV.RV.abs_yj1.s96800.tab.gz 0.00000000000E+00 0.00000000000E+00 1.91569344575E-03 7.80636625580E-04 1.94727585751E-03 8.48295964891E-04 1.72476245222E-03 9.53185576969E-04 9.28131743526E-04 1.95449241364E-03 1.29161866326E-03 1.41784410815E-03 2.13033514996E-03 1.54327668758E-03 1.59080833752E-03 1.81496014814E-03 1.74177553776E-03 1.47298106014E-03 1.59843901503E-03 7.26924796892E-04 1.69190369795E-03 1.16209689901E-03 1.83468685760E-03 1.79409800347E-03 1.89211274489E-03 1.97590623077E-03 1.92014387173E-03 1.61532514077E-03 1.21881326264E-03 1.55417241914E-03 2.30362950064E-03 1.58884006444E-03 6.03380539665E-04 5.91977977229E-04 1.74256433899E-03 8.80892019541E-04 1.20891232114E-03 1.36238824412E-03 2.12198803315E-03 1.46263593693E-03 1.34550477675E-03
../RV/RVjob_highstat/893/00/WpJ.WpJ_RV.RV.abs_yj1.s89300.tab.gz 9.97489067259E-04 9.84421709563E-04 1.34875513762E-03 9.41077156154E-04 2.05356659687E-03 1.53622606834E-03 1.81401936647E-03 1.85341340653E-03 1.07638777196E-03 1.45029269565E-03 1.75966557540E-03 1.57681090316E-03 1.84215982775E-03 7.93134050994E-04 1.20776815655E-03 5.75429702965E-04 8.27551667087E-04 1.31176813266E-03 1.50795513664E-03 1.47390378405E-03 1.60436336177E-03 1.13484135914E-03 1.37846161706E-03 2.17749049856E-03 1.38042135057E-03 2.02623514654E-03 1.53366644389E-03 1.86880351604E-03 1.52010086815E-03 1.68743793251E-03 1.22726213072E-03 2.13636153144E-03 1.17558617329E-03 4.13704517321E-04 9.48435592749E-04 1.63583689675E-03 1.81461815332E-03 1.34029245964E-03 2.04868649503E-03 7.48648521432E-04 4.62796713987E-04
../RV/RVjob_highstat/509/00/WpJ.WpJ_RV.RV.abs_yj1.s50900.tab.gz 1.33699305036E-03 1.57533586911E-03 1.60167871757E-03 7.59132865787E-04 1.16741238881E-03 1.65694259901E-03 1.71944105792E-03 8.62364075387E-04 1.69597017036E-03 1.19561428687E-03 1.17224881880E-03 1.67557627234E-03 1.60894077004E-03 2.16464862091E-03 1.74125487298E-03 1.48252301628E-03 1.11324348516E-03 1.18949270724E-03 1.54710113995E-03 1.57537675811E-03 1.48490643383E-03 1.25859132675E-03 1.44066708911E-03 1.19629764415E-03 8.95965360065E-04 3.21070519541E-04 1.45294805123E-03 2.49575527283E-03 1.81280822272E-03 4.58811926466E-04 1.65674845603E-03 8.72307642530E-04 1.45273664686E-03 2.26147136972E-03 1.85403468759E-03 1.04020755074E-03 1.12277884837E-03 1.40025259860E-03 1.74015369596E-03 4.50679815547E-04 1.43372301208E-03
../RV/RVjob_highstat/964/00/WpJ.WpJ_RV.RV.abs_yj1.s96400.tab.gz 1.34867140140E-03 1.52285969516E-03 1.11185897511E-03 1.60414250208E-03 3.84108401836E-04 1.48889757204E-03 9.17437723385E-04 1.61036560297E-03 1.61235741626E-03 1.58075824107E-03 1.61653343271E-03 1.64709815572E-03 1.53693447233E-03 1.86544505214E-03 1.65914623577E-03 5.96077866776E-04 1.37348232205E-03 1.68538686869E-03 1.02683068685E-03 1.98922710873E-03 1.10461171783E-03 1.57646233047E-03 1.62186231181E-03 6.48646987540E-04 1.31454033169E-03 1.40463281392E-03 1.37842848622E-03 1.29680276273E-03 1.24423593950E-03 1.24286037426E-03 1.68141909247E-03 1.80557019498E-03 9.14477561597E-04 9.78617520710E-04 1.31606078381E-03 1.64996386425E-03 0.00000000000E+00 0.00000000000E+00 1.05888156841E-03 1.74448295220E-03 1.84074923210E-03
../RV/RVjob_highstat/597/00/WpJ.WpJ_RV.RV.abs_yj1.s59700.tab.gz 1.65169813690E-03 1.53725925270E-03 1.11881952388E-03 1.57537780615E-03 1.05086016858E-03 1.63559333015E-03 1.97659677798E-03 1.10257693040E-03 1.95394451324E-03 1.11701104290E-03 1.48840379965E-03 3.03335076847E-04 1.35634615114E-03 1.39243771595E-03 1.66547314098E-03 1.30080157135E-03 1.42556920603E-03 1.40059368895E-03 7.89357087893E-04 1.55593105979E-03 1.14490175617E-03 1.26739881845E-03 1.56358622539E-03 1.36667648233E-03 1.51197897199E-03 1.25926994306E-03 1.32182763000E-03 1.31868700436E-03 1.70212961506E-03 1.27979478043E-03 1.55831703544E-03 1.25446497505E-03 1.76299516128E-03 1.10021969417E-03 6.67731961494E-04 1.17025457957E-03 1.04761136025E-03 1.51994548103E-03 1.45177427759E-03 2.68637911080E-03 2.10302089177E-04
../RV/RVjob_highstat/021/00/WpJ.WpJ_RV.RV.abs_yj1.s2100.tab.gz 1.97719372887E-03 1.16400818768E-03 1.44295637149E-03 1.85944701430E-03 1.19430621133E-03 1.82048404494E-03 1.68472377178E-03 1.60573254490E-03 1.84663079795E-03 1.73711036630E-03 1.36252798415E-03 1.60482710831E-03 1.39397980365E-03 1.67803246543E-03 6.44230636086E-04 1.15820064682E-03 1.18601865977E-03 1.99066833435E-03 1.79504392703E-03 2.23346316564E-03 1.68339635030E-03 1.31883638697E-03 1.83819966954E-03 1.58122988839E-03 6.69078317085E-04 1.16588043779E-03 1.50865276507E-03 3.99211202379E-04 1.88761681850E-03 1.52560973386E-03 1.45508957838E-03 1.49652398217E-03 2.04280352115E-03 1.99144361744E-03 6.65360500411E-04 1.12162690100E-03 1.53638019834E-03 1.09643677869E-03 1.17691864218E-03 1.68013467610E-03 1.79534986068E-03
../RV/RVjob_highstat/801/00/WpJ.WpJ_RV.RV.abs_yj1.s80100.tab.gz 1.72674646296E-03 1.54945618682E-03 1.14342728684E-03 6.50696450621E-04 1.96466011267E-03 1.12508789574E-03 1.10012221322E-03 1.71043741176E-03 1.40925752623E-03 1.07335416162E-03 8.53778856228E-04 1.70040749754E-03 1.37166716490E-03 1.23540529120E-03 1.00999730337E-03 1.55793287283E-03 1.57620190005E-03 1.50630310157E-03 7.83861532942E-04 1.43327619846E-03 1.87419100974E-03 1.53632021917E-03 5.94601823773E-04 4.89668669213E-04 1.54866435543E-03 5.67741675271E-04 1.78786274489E-03 2.89956126387E-04 1.76233549336E-03 1.37770119390E-03 1.44853437670E-03 1.86991403128E-03 6.42395728029E-04 1.76694031147E-03 2.16753048145E-03 1.92031452093E-03 3.66211532139E-04 1.57368842811E-03 6.69399221421E-04 1.41277186254E-03 1.42980943572E-03
../RV/RVjob_highstat/505/00/WpJ.WpJ_RV.RV.abs_yj1.s50500.tab.gz 0.00000000000E+00 1.96015599906E-03 1.58022236622E-03 1.34698642395E-03 1.06033087813E-03 1.20670852429E-03 1.03871374665E-03 1.53506565671E-03 1.14624053715E-03 1.02078841379E-03 1.10350232803E-03 1.68877680615E-03 1.53076083614E-03 1.35742269027E-03 5.88259069633E-04 1.67107134101E-03 1.23596207354E-03 1.13128418592E-03 1.72448761727E-03 1.88308144534E-03 1.82200386201E-03 1.63029307009E-03 1.63960027227E-03 1.41003123949E-03 1.88786063229E-03 2.05865202380E-03 1.82582355347E-03 1.12185259565E-03 1.28191682516E-03 1.82439786391E-03 1.31956951756E-03 1.80229845230E-03 1.80268249139E-03 9.74784256878E-04 2.07536475023E-03 1.19341485338E-03 1.52196764233E-03 1.14120052989E-03 1.25892464104E-03 1.38040763755E-03 1.03699018090E-03
../RV/RVjob_highstat/138/00/WpJ.WpJ_RV.RV.abs_yj1.s13800.tab.gz 1.53180742526E-03 1.27118548012E-03 1.03557488673E-03 1.50506914676E-03 1.70340773846E-03 3.84305891516E-04 1.28099464237E-03 1.23080520650E-03 1.73024651745E-03 1.11758227055E-03 1.37381180626E-03 1.13405169936E-03 1.80846825760E-03 1.14341302741E-03 1.54136013158E-03 1.31527619093E-03 1.38519191226E-03 1.55710266568E-03 1.79953659095E-03 1.82432804124E-03 1.71590167892E-03 2.01154049254E-03 1.45270397009E-03 1.48836430986E-03 1.92300112842E-03 1.11777395265E-03 1.14102931757E-03 2.11385929109E-03 4.38696512153E-04 9.13605334263E-04 1.68436908633E-03 1.71159126479E-03 1.40592102941E-03 1.47500135787E-03 1.84765063077E-03 5.67534695771E-04 1.23412274750E-03 2.18316241647E-03 6.69399221421E-04 1.17456645354E-03 1.11506037859E-03
../RV/RVjob_highstat/209/00/WpJ.WpJ_RV.RV.abs_yj1.s20900.tab.gz 1.24662451592E-03 7.88483641406E-04 1.55337029383E-03 1.72456168551E-03 1.75521864098E-03 1.93912474458E-03 1.50714323128E-03 1.41912020259E-03 1.57702911930E-03 1.11702922047E-03 1.54927995406E-03 1.28988033242E-03 1.34207349845E-03 1.38057555702E-03 1.39083425165E-03 1.01794601658E-03 1.38180135006E-03 1.48605792096E-03 1.10481882849E-03 4.62407133794E-04 6.44259932203E-04 1.01781761598E-03 1.67379136166E-03 1.82298765177E-03 3.41298532003E-04 1.55418055375E-03 1.08943494625E-03 1.19850585788E-03 1.33688604248E-03 1.89165120263E-03 4.55705817496E-04 1.60226074846E-03 1.26698976584E-03 1.82570590728E-03 1.41496767826E-03 1.23372919398E-03 5.56183007178E-04 2.45799118042E-03 1.10277026842E-03 8.12578404132E-04 1.17224989104E-03
../RV/RVjob_highstat/918/00/WpJ.WpJ_RV.RV.abs_yj1.s91800.tab.gz 1.74624081013E-03 1.97011539678E-03 1.71383425177E-03 1.44437752333E-03 1.81501963157E-03 1.33878091463E-03 2.09888963130E-03 2.23686301551E-03 1.97437413519E-03 1.68293709002E-03 8.88233061953E-04 6.21121569194E-04 1.61218833237E-03 1.24348643294E-03 1.33570704464E-03 1.61052373422E-03 1.32742978262E-03 1.74738391099E-03 1.61409760246E-03 1.51798989681E-03 1.85091578628E-03 1.66770254168E-03 1.29663279452E-03 5.21513346306E-04 9.38776982661E-04 1.83541324503E-03 1.68467162139E-03 2.06772552847E-03 1.09302902879E-03 5.81053066859E-04 1.34748770894E-03 8.72307642530E-04 1.66015264125E-03 4.40558612240E-04 1.21197792136E-03 1.92702710772E-03 2.64431494946E-04 1.50494675010E-03 1.74510406610E-03 2.17217885602E-03 1.73383454930E-03
../RV/RVjob_highstat/430/00/WpJ.WpJ_RV.RV.abs_yj1.s43000.tab.gz 1.79787237558E-03 1.43471307333E-03 1.52416347344E-03 1.36588577558E-03 1.04079308025E-03 1.55900350281E-03 1.66358518458E-03 1.36908624535E-03 1.83874613423E-03 1.68293709002E-03 1.20960512378E-03 1.72373533991E-03 1.72411728531E-03 1.72424039976E-03 1.69480096780E-03 1.72323525187E-03 1.28104973500E-03 1.59308524249E-03 1.55842020817E-03 2.04082169469E-03 1.35745379192E-03 1.15397130344E-03 1.55743069564E-03 2.00432763358E-03 1.27751662300E-03 1.54613259614E-03 1.15691246282E-03 7.80853535347E-04 5.17701737356E-04 1.88767784496E-03 8.08086178783E-04 1.04247592852E-03 1.53387693395E-03 1.97717651797E-03 9.60476395867E-04 1.58920786742E-03 4.46156396737E-04 1.20917293756E-03 1.44215313960E-03 1.96700830951E-03 8.90380531168E-04
../RV/RVjob_highstat/501/00/WpJ.WpJ_RV.RV.abs_yj1.s50100.tab.gz 1.81001720223E-03 1.89142537363E-03 1.70146680526E-03 1.81744200686E-03 1.04079308025E-03 1.37323028353E-03 1.24899744426E-03 1.47629609779E-03 1.06440411111E-03 1.78995272935E-03 8.43455222468E-04 1.60383032923E-03 1.23376462192E-03 1.34725669868E-03 1.92047618852E-03 4.88005288468E-04 1.57130940964E-03 1.64504430135E-03 1.06777043951E-03 1.41061759384E-03 1.33538659371E-03 1.64574332784E-03 6.95569598007E-04 1.38891402811E-03 1.82056529252E-03 1.29528480929E-03 1.72708046142E-03 8.79255206961E-04 2.35425721554E-03 1.82108183174E-03 1.56489449492E-03 7.54592159400E-04 1.88650716328E-03 2.40713100395E-03 1.64329884740E-03 1.94221404931E-03 1.03966630686E-03 2.73295380097E-03 1.22649336902E-03 1.30907689032E-03 1.56543804599E-03
../RV/RVjob_highstat/134/00/WpJ.WpJ_RV.RV.abs_yj1.s13400.tab.gz 1.45444881050E-03 1.44240748383E-03 5.95398491539E-04 4.30538205099E-04 1.26935100209E-03 1.42218092627E-03 1.10993289551E-03 1.75343516659E-03 6.36763358158E-04 1.11758227055E-03 1.64665288298E-03 1.51584868363E-03 1.15350182556E-03 1.88885396374E-03 1.92047618852E-03 1.50259443834E-03 1.66908266218E-03 1.21504162851E-03 1.18550106635E-03 1.73574352942E-03 5.76168741086E-04 1.90643889972E-03 1.31659232404E-03 1.40595550174E-03 1.39721374815E-03 1.16945391944E-03 1.68667385597E-03 1.64109287058E-03 1.11512901931E-03 1.03936690525E-03 9.12330042995E-04 1.50186087589E-03 1.56104089533E-03 6.97631339052E-04 1.75522269009E-03 1.24192204285E-03 1.52986271401E-03 2.73295380097E-03 2.12198803315E-03 1.81959415040E-03 1.56543804599E-03
../RV/RVjob_highstat/547/00/WpJ.WpJ_RV.RV.abs_yj1.s54700.tab.gz 1.01148138785E-03 1.28562393765E-03 1.59342358040E-03 1.81276272649E-03 8.26090605115E-04 1.78734341463E-03 1.32624360235E-03 1.75343516659E-03 1.97437413519E-03 1.02078841379E-03 1.54247777477E-03 1.45995533136E-03 1.27410721105E-03 7.93134050994E-04 1.39709997644E-03 1.40841604995E-03 1.70067494936E-03 1.04775175110E-03 1.86222601631E-03 1.63355989773E-03 1.73871895647E-03 1.06520081949E-03 9.03851856074E-04 1.70595763551E-03 6.36996422690E-04 1.70569559438E-03 1.08728561549E-03 1.74516779365E-03 9.43202859470E-04 7.76357019850E-04 1.42590793123E-03 1.25446497505E-03 2.90543721575E-04 1.13253775444E-03 1.69430939748E-03 2.01593411716E-03 1.84151088061E-03 1.52405714158E-03 1.62103086784E-03 2.14519017135E-03 3.50904802695E-04
../RV/RVjob_highstat/618/00/WpJ.WpJ_RV.RV.abs_yj1.s61800.tab.gz 9.17612802853E-04 1.42124767472E-03 1.22748046128E-03 0.00000000000E+00 1.06033087813E-03 1.13815547375E-03 1.68858081582E-03 5.47758019594E-04 1.73024651745E-03 1.07335416162E-03 1.66926794033E-03 1.41784410815E-03 1.59538124915E-03 1.38057555702E-03 1.33570704464E-03 1.08262874363E-03 5.04253894761E-04 1.27735427136E-03 1.66176472246E-03 1.63512091748E-03 1.53192367674E-03 1.86669775554E-03 2.09021670423E-03 1.81235340835E-03 1.59281987810E-03 1.41567316340E-03 1.28383382319E-03 1.43692619382E-03 1.50412982339E-03 1.15615722073E-03 2.26275543157E-03 1.26008874042E-03 0.00000000000E+00 0.00000000000E+00 1.71128981046E-03 1.62876355530E-03 7.19875870476E-04 1.50494675010E-03 1.15838848294E-03 4.50679815547E-04 4.62796713987E-04
../RV/RVjob_highstat/472/00/WpJ.WpJ_RV.RV.abs_yj1.s47200.tab.gz 1.33699305036E-03 1.72851882239E-03 1.91569344575E-03 1.47570600090E-03 1.96466011267E-03 1.48889757204E-03 1.62184801212E-03 1.17368158090E-03 1.14624053715E-03 1.73711036630E-03 1.37975658644E-03 1.13405169936E-03 1.55940950747E-03 1.14341302741E-03 1.39083425165E-03 1.35843489717E-03 1.32623906949E-03 1.53548349861E-03 1.63119861003E-03 1.59859471678E-03 1.10461171783E-03 1.62071580535E-03 1.70418976242E-03 2.17749049856E-03 9.92746585346E-04 1.87827251995E-03 1.32697975534E-03 6.69131493263E-04 5.39198131074E-04 1.30785047604E-03 1.13183412636E-03 1.74619527569E-03 1.82921024828E-03 1.80546021231E-03 1.69456031794E-03 1.79195701275E-03 1.21580877839E-03 2.45799118042E-03 1.24332362570E-03 2.17217885602E-03 1.17224989104E-03
../RV/RVjob_highstat/543/00/WpJ.WpJ_RV.RV.abs_yj1.s54300.tab.gz 1.79787237558E-03 1.31894313232E-03 1.03557488673E-03 1.05809826119E-03 1.19430621133E-03 1.55900350281E-03 1.72476245222E-03 1.85341340653E-03 1.40925752623E-03 1.11701104290E-03 1.75966557540E-03 1.68877680615E-03 1.60894077004E-03 1.35742269027E-03 1.54136013158E-03 1.38933324064E-03 1.57620190005E-03 1.58842133801E-03 1.20127070463E-03 1.83394500679E-03 1.35745379192E-03 1.13484135914E-03 1.72509772460E-03 1.82298765177E-03 1.08216981807E-03 1.16836482484E-03 2.13192950062E-03 1.61532514077E-03 1.82439032641E-03 1.37770458464E-03 1.50394766839E-03 1.66129550662E-03 1.35317552825E-03 5.39586260549E-04 6.65360500411E-04 1.63583689675E-03 5.56183007178E-04 2.18316241647E-03 1.25892464104E-03 8.12578404132E-04 1.11506037859E-03
../RV/RVjob_highstat/176/00/WpJ.WpJ_RV.RV.abs_yj1.s17600.tab.gz 1.74624081013E-03 1.27118548012E-03 1.58022236622E-03 7.80636625580E-04 1.05086016858E-03 1.33878091463E-03 1.28099464237E-03 1.41912020259E-03 1.84663079795E-03 1.58075824107E-03 1.54927995406E-03 1.70040749754E-03 1.61218833237E-03 1.23540529120E-03 5.88259069633E-04 5.75429702965E-04 1.18601865977E-03 1.55710266568E-03 1.93210186951E-03 7.26924796892E-04 1.85091578628E-03 1.01781761598E-03 9.60607183098E-04 1.48836430986E-03 1.38042135057E-03 9.47262241789E-04 1.82582355347E-03 2.11385929109E-03 1.28191682516E-03 1.82439786391E-03 2.30362950064E-03 2.13636153144E-03 1.80268249139E-03 4.13704517321E-04 6.67731961494E-04 1.23372919398E-03 1.23412274750E-03 1.14120052989E-03 6.69399221421E-04 1.17456645354E-03 1.03699018090E-03
../RV/RVjob_highstat/956/00/WpJ.WpJ_RV.RV.abs_yj1.s95600.tab.gz 1.24662451592E-03 1.96015599906E-03 1.14342728684E-03 1.50506914676E-03 3.84108401836E-04 1.93912474458E-03 1.03871374665E-03 1.23080520650E-03 1.95394451324E-03 1.19561428687E-03 1.37381180626E-03 1.60482710831E-03 1.34207349845E-03 1.67803246543E-03 1.00999730337E-03 1.01794601658E-03 1.37348232205E-03 1.13128418592E-03 1.72448761727E-03 1.82432804124E-03 6.44259932203E-04 2.01154049254E-03 1.63960027227E-03 1.41003123949E-03 3.41298532003E-04 2.05865202380E-03 1.78786274489E-03 1.12185259565E-03 1.76233549336E-03 1.37770119390E-03 1.68436908633E-03 1.60226074846E-03 6.42395728029E-04 1.82570590728E-03 1.31606078381E-03 5.67534695771E-04 1.52196764233E-03 1.57368842811E-03 1.17691864218E-03 1.38040763755E-03 1.42980943572E-03
../RV/RVjob_highstat/589/00/WpJ.WpJ_RV.RV.abs_yj1.s58900.tab.gz 1.53180742526E-03 1.54945618682E-03 1.44295637149E-03 1.34698642395E-03 2.05356659687E-03 3.84305891516E-04 1.10012221322E-03 1.53506565671E-03 1.61235741626E-03 1.45029269565E-03 1.10350232803E-03 3.03335076847E-04 1.80846825760E-03 1.39243771595E-03 6.44230636086E-04 1.31527619093E-03 1.76052773056E-03 1.50630310157E-03 1.79504392703E-03 1.88308144534E-03 1.71590167892E-03 1.63029307009E-03 5.94601823773E-04 4.89668669213E-04 1.92300112842E-03 1.16588043779E-03 1.32182763000E-03 2.89956126387E-04 1.70212961506E-03 1.27979478043E-03 1.31956951756E-03 1.71159126479E-03 2.04280352115E-03 1.47500135787E-03 1.85403468759E-03 1.19341485338E-03 3.66211532139E-04 1.09643677869E-03 1.05888156841E-03 1.41277186254E-03 0.00000000000E+00
