#nx=3 [5.00000000000E+01,1.00000000000E+02] [1.00000000000E+02,1.50000000000E+02] [1.50000000000E+02,2.00000000000E+02] [2.00000000000E+02,2.50000000000E+02] [2.50000000000E+02,3.00000000000E+02] [3.00000000000E+02,3.50000000000E+02] [3.50000000000E+02,4.00000000000E+02] [4.00000000000E+02,4.50000000000E+02] [4.50000000000E+02,5.00000000000E+02] [5.00000000000E+02,5.50000000000E+02] [5.50000000000E+02,6.00000000000E+02] [6.00000000000E+02,6.50000000000E+02] [6.50000000000E+02,7.00000000000E+02] [7.00000000000E+02,8.00000000000E+02] [8.00000000000E+02,9.00000000000E+02] [9.00000000000E+02,1.00000000000E+03] [1.00000000000E+03,1.10000000000E+03] [1.10000000000E+03,1.20000000000E+03] [1.20000000000E+03,1.40000000000E+03] [1.40000000000E+03,1.60000000000E+03] [1.60000000000E+03,2.50000000000E+03] 
../RV/RVjob_highstat/272/00/WpJ.WpJ_RV.RV.ht_full.s27200.tab.gz 1.60141841314E-03 1.55628705587E-03 7.72503730262E-04 1.44163767603E-03 1.49454483464E-03 1.56156343859E-03 6.89880915622E-04 1.56162459398E-03 1.88796236376E-03 1.08535022218E-03 2.06193062154E-03 1.86797713664E-03 1.43121170107E-03 1.54687429138E-03 9.67730806874E-04 1.38353683703E-03 1.60586192094E-03 1.34190266613E-03 1.46943852648E-03 1.36116945095E-03 1.45375681641E-03
../RV/RVjob_highstat/710/00/WpJ.WpJ_RV.RV.ht_full.s71000.tab.gz 1.05004536231E-03 1.33862924136E-03 1.13067692494E-03 1.44620370495E-03 1.63924048926E-03 1.44292611449E-03 9.77300863808E-04 1.27010208110E-03 1.34047499857E-03 1.69684302709E-03 8.16708257447E-04 1.50727583361E-03 1.37303754572E-03 1.38006583177E-03 1.55147561125E-03 1.44864685011E-03 1.41148994040E-03 1.23267497400E-03 1.57108990039E-03 1.50762282743E-03 1.26874724656E-03
../RV/RVjob_highstat/756/00/WpJ.WpJ_RV.RV.ht_full.s75600.tab.gz 1.88614954053E-03 1.28156528861E-03 1.77522916913E-03 1.88405809203E-03 1.66217594265E-03 1.50243289660E-03 1.43973196556E-03 1.47409812430E-03 1.75980312534E-03 9.37516995689E-04 6.50372407443E-04 1.29610949301E-03 1.57449661611E-03 1.40124800145E-03 1.52025786123E-03 1.01783968468E-03 1.60586192094E-03 1.39455337706E-03 1.57408898796E-03 1.52498132192E-03 1.58643866303E-03
../RV/RVjob_highstat/827/00/WpJ.WpJ_RV.RV.ht_full.s82700.tab.gz 1.74344258406E-03 1.03068539463E-03 1.35578482634E-03 1.17606210932E-03 1.50813899877E-03 1.01077647374E-03 1.53264686358E-03 1.92372887463E-03 5.73963876895E-04 5.59173612013E-04 0.00000000000E+00 1.83370749621E-03 1.40137584517E-03 1.48554384537E-03 1.04688400393E-03 1.65600303873E-03 1.70215954191E-03 1.45405710985E-03 1.67570319983E-03 1.46469071511E-03 1.39955070079E-03
../RV/RVjob_highstat/681/00/WpJ.WpJ_RV.RV.ht_full.s68100.tab.gz 1.95676579926E-03 1.56682371360E-03 1.47994037625E-03 1.61507047478E-03 1.49937157292E-03 1.26203138844E-03 1.05308485208E-03 1.70218777323E-03 1.37816722876E-03 2.06277828339E-03 2.27832724892E-03 1.44812822864E-03 9.44493964467E-04 8.74518823895E-04 9.25784168362E-04 1.19343482813E-03 1.65389929693E-03 1.47050355643E-03 1.53498582884E-03 1.43038534737E-03 1.58643866303E-03
../RV/RVjob_highstat/752/00/WpJ.WpJ_RV.RV.ht_full.s75200.tab.gz 6.26393463157E-04 1.66349066622E-03 1.24823107145E-03 1.33103431054E-03 1.31870863622E-03 1.52725237163E-03 1.65645185142E-03 1.80742247669E-03 1.88796236376E-03 1.06339619096E-03 1.82738009055E-03 1.62781101535E-03 1.43143264574E-03 1.60008326402E-03 1.64163444121E-03 1.53012541843E-03 1.59043659303E-03 1.40132133994E-03 1.37241175727E-03 1.23699822048E-03 1.52546434902E-03
../RV/RVjob_highstat/089/00/WpJ.WpJ_RV.RV.ht_full.s8900.tab.gz 9.00386264256E-04 1.74151552519E-03 1.62084325555E-03 1.62979866209E-03 1.62628834612E-03 1.02351732857E-03 1.42553701313E-03 1.31171487329E-03 1.78752198548E-03 2.18878770010E-03 2.06193062154E-03 1.36256088648E-03 1.77474232739E-03 1.27925874419E-03 1.54225393713E-03 1.36496589201E-03 1.58340366047E-03 1.59955777553E-03 1.46379444205E-03 1.65251252386E-03 1.44782402583E-03
../RV/RVjob_highstat/798/00/WpJ.WpJ_RV.RV.ht_full.s79800.tab.gz 1.94652232531E-03 1.62731425996E-03 1.52726125965E-03 1.74949417422E-03 1.64134295865E-03 9.54945876324E-04 1.07798788774E-03 8.43570219474E-04 1.89623577998E-03 1.22973503305E-03 2.06193062154E-03 1.27875473517E-03 1.03208717362E-03 1.13539990658E-03 8.20153967303E-04 1.52515371139E-03 1.43198905497E-03 1.44913296480E-03 1.39793022902E-03 1.49532454253E-03 1.59296275691E-03
../RV/RVjob_highstat/869/00/WpJ.WpJ_RV.RV.ht_full.s86900.tab.gz 1.36916760975E-03 1.48117615088E-03 1.38764109108E-03 1.66313562828E-03 1.19690896347E-03 1.65444046391E-03 1.36696839825E-03 1.68518716155E-03 1.85885439699E-03 1.35547661643E-03 1.06347404028E-03 1.49992393259E-03 1.16349648071E-03 1.31193988699E-03 1.29204988678E-03 1.32841656023E-03 1.56208444035E-03 1.36450929637E-03 1.39538327921E-03 1.53768368762E-03 1.32816077948E-03
../RV/RVjob_highstat/381/00/WpJ.WpJ_RV.RV.ht_full.s38100.tab.gz 1.73297080255E-03 1.78647271108E-03 1.45149758096E-03 1.79548408384E-03 1.46283027734E-03 1.39909142479E-03 1.00293898432E-03 9.57372308430E-04 5.73963876895E-04 1.73124664851E-03 1.18957636096E-03 1.28738542707E-03 2.08963788926E-03 9.61408094122E-04 1.85411740378E-03 1.51143681021E-03 1.28196415973E-03 1.59955777553E-03 1.30042421412E-03 9.20497120291E-04 1.58136459186E-03
../RV/RVjob_highstat/794/00/WpJ.WpJ_RV.RV.ht_full.s79400.tab.gz 1.78925682234E-03 4.74234138364E-04 1.76760422944E-03 1.61372566713E-03 1.57269013705E-03 8.74620200946E-04 1.40045463923E-03 1.87190394513E-03 1.72137703147E-03 2.03455594811E-03 1.30004102614E-03 1.65405011259E-03 1.67884258937E-03 1.59987179140E-03 1.24487280377E-03 1.01783968468E-03 1.60586192094E-03 1.31532143040E-03 1.42327848911E-03 1.36116945095E-03 1.42739477650E-03
../RV/RVjob_highstat/702/00/WpJ.WpJ_RV.RV.ht_full.s70200.tab.gz 4.58894765237E-04 1.76183117580E-03 1.70577203437E-03 1.45521819604E-03 1.65477574989E-03 8.76875039468E-04 1.54276087287E-03 1.03956770554E-03 8.27787944778E-04 1.92489125925E-03 1.71904410457E-03 1.10559908538E-03 5.71429565131E-04 1.85537345178E-03 1.51893275186E-03 1.56989223291E-03 1.54136289986E-03 1.49280311444E-03 1.38430483875E-03 1.51075162182E-03 1.44064891562E-03
../RV/RVjob_highstat/335/00/WpJ.WpJ_RV.RV.ht_full.s33500.tab.gz 1.92216966606E-03 1.80486945468E-03 1.43044444668E-03 1.06320384749E-03 1.37500527020E-03 1.64129593977E-03 1.49594196049E-03 1.42079697763E-03 1.67555474537E-03 1.44578276661E-04 1.17296054545E-03 2.49168823376E-03 1.38981889549E-03 1.62262198187E-03 1.34035102613E-03 1.48202315823E-03 1.53622817590E-03 1.43994813934E-03 1.32795416280E-03 1.52498132192E-03 1.45375681641E-03
../RV/RVjob_highstat/790/00/WpJ.WpJ_RV.RV.ht_full.s79000.tab.gz 1.37234281991E-03 1.58849101428E-03 1.16129283220E-03 1.69671471030E-03 1.67583128788E-03 1.67681088978E-03 1.48816713119E-03 1.53130730290E-03 1.22626178281E-03 1.78946623454E-04 6.93730177199E-04 1.69410521913E-03 1.92778101893E-03 4.00500343489E-04 1.39839478303E-03 1.25452602535E-03 1.30008845356E-03 1.34190266613E-03 1.24782359955E-03 1.06181902931E-03 1.33084470059E-03
../RV/RVjob_highstat/406/00/WpJ.WpJ_RV.RV.ht_full.s40600.tab.gz 1.59496844852E-03 1.60891716907E-03 1.74465123204E-03 1.46163490522E-03 7.01631973057E-04 1.63819420796E-03 1.66224363864E-03 1.46687317146E-03 8.39420208062E-04 6.99226306566E-04 1.06670195824E-03 1.30043683926E-03 1.25053788934E-03 1.62304039824E-03 1.83144804138E-03 1.47351515647E-03 1.44981589905E-03 1.40061075142E-03 1.40510560918E-03 1.55635294741E-03 1.40338389466E-03
../RV/RVjob_highstat/819/00/WpJ.WpJ_RV.RV.ht_full.s81900.tab.gz 1.83165919822E-03 1.17146134504E-03 1.50578728134E-03 1.53065992789E-03 1.44873429113E-03 1.47659804003E-03 1.82222047808E-03 1.33609874413E-03 1.17346573754E-03 1.86250386627E-03 1.43096516109E-03 1.82091667853E-03 1.50647230107E-03 1.44801514409E-03 1.81633841874E-03 1.42802936021E-03 1.37458090885E-03 1.62821367468E-03 1.41684849779E-03 1.53883059289E-03 1.44064891562E-03
../RV/RVjob_highstat/331/00/WpJ.WpJ_RV.RV.ht_full.s33100.tab.gz 1.91542763276E-03 1.65062900033E-03 1.80459695167E-03 1.67232160804E-03 1.58265513951E-03 9.96364363402E-04 1.04526448431E-03 1.98217825752E-03 1.74241818111E-03 1.85964215215E-03 1.32797351702E-03 1.74741476954E-03 8.15008229113E-04 1.65118151186E-03 1.61553601643E-03 1.66460998715E-03 1.14752543483E-03 1.31532143040E-03 1.56123291230E-03 1.66024046401E-03 1.35065451893E-03
../RV/RVjob_highstat/035/00/WpJ.WpJ_RV.RV.ht_full.s3500.tab.gz 3.75718439165E-04 1.82465850700E-03 1.76968048536E-03 1.58929444296E-03 1.48535269073E-03 1.65195517977E-03 1.40648684690E-03 1.06996447669E-03 1.46802039300E-03 3.47401638012E-04 3.83419693615E-04 1.80857695452E-03 2.71349817610E-03 1.86426882596E-03 1.52045721223E-03 1.31812199629E-03 1.37223683701E-03 1.56090492888E-03 1.41597009012E-03 1.57371364091E-03 1.48978095307E-03
../RV/RVjob_highstat/744/00/WpJ.WpJ_RV.RV.ht_full.s74400.tab.gz 1.49867861579E-03 1.48822201843E-03 1.71896817543E-03 1.69734312092E-03 1.73073588687E-03 1.82544157291E-03 1.80560311302E-03 8.62611896306E-04 9.60774976961E-04 1.48008888320E-03 1.29289661574E-03 8.01240377427E-04 9.85604331769E-04 1.55258058946E-03 9.69094808526E-04 1.37588295781E-03 1.27901720723E-03 1.51042239623E-03 1.33429498922E-03 1.55600830370E-03 1.41034834117E-03
../RV/RVjob_highstat/815/00/WpJ.WpJ_RV.RV.ht_full.s81500.tab.gz 1.73354498494E-03 1.67051908147E-03 1.54969430569E-03 1.41524933396E-03 1.51776075035E-03 1.90505463333E-03 1.44781757290E-03 1.71665841314E-03 1.22626178281E-03 1.81345928810E-03 1.84573914825E-03 1.54392340589E-03 1.11782036780E-03 1.74428198032E-03 1.41309783346E-03 1.56989223291E-03 1.56208444035E-03 1.57450668845E-03 1.52108136643E-03 1.06181902931E-03 1.45375681641E-03
../RV/RVjob_highstat/448/00/WpJ.WpJ_RV.RV.ht_full.s44800.tab.gz 1.88179935292E-03 1.46414513655E-03 9.87530190604E-04 1.23102167892E-03 8.71208693181E-04 1.81377837884E-03 1.75249091819E-03 1.75147850507E-03 1.01942454613E-03 2.19165416695E-03 1.99040482012E-03 2.38060933052E-03 1.88311329618E-03 1.69840108253E-03 1.69855719260E-03 1.63551848370E-03 1.20214289855E-03 1.47213671251E-03 1.30263675821E-03 1.65144779611E-03 1.42771609667E-03
../RV/RVjob_highstat/519/00/WpJ.WpJ_RV.RV.ht_full.s51900.tab.gz 9.56919619736E-04 1.78066788000E-03 1.50495684845E-03 1.56985459284E-03 1.34434961526E-03 9.41273962572E-04 1.70128493852E-03 1.16776194772E-03 1.66350102772E-03 1.82779790471E-03 1.03225246111E-03 1.37005211720E-03 1.30156663712E-03 1.70546742393E-03 1.34413171932E-03 1.38353683703E-03 1.48219644019E-03 1.51042239623E-03 1.38430483875E-03 1.50762282743E-03 1.53176052345E-03
../RV/RVjob_highstat/740/00/WpJ.WpJ_RV.RV.ht_full.s74000.tab.gz 1.52012617200E-03 1.59441195261E-03 1.56620174303E-03 1.18317384173E-03 1.74113665207E-03 1.76026750691E-03 1.51083256427E-03 1.72666783016E-03 5.61211207211E-04 5.64097434351E-04 1.49835641916E-03 1.46190252632E-03 1.43257259518E-03 1.92673094568E-03 1.54749136774E-03 1.48202315823E-03 1.28196415973E-03 1.47050355643E-03 1.46943852648E-03 1.66024046401E-03 1.48978095307E-03
../RV/RVjob_highstat/373/00/WpJ.WpJ_RV.RV.ht_full.s37300.tab.gz 1.52179473569E-03 1.66388884933E-03 1.39685533405E-03 1.59896561906E-03 1.38647720867E-03 1.66478613086E-03 1.14481965559E-03 1.83560771906E-03 1.43811543582E-03 1.33704837486E-03 5.51042403453E-04 1.55681464973E-03 1.62314908660E-03 1.58827265162E-03 1.73068183702E-03 1.38353683703E-03 1.83449400990E-03 1.40132133994E-03 1.37158660035E-03 1.43038534737E-03 1.59296275691E-03
../RV/RVjob_highstat/444/00/WpJ.WpJ_RV.RV.ht_full.s44400.tab.gz 1.47902731311E-03 1.59432154594E-03 1.05802874360E-03 1.07129388381E-03 1.06668107883E-03 1.08325266206E-03 9.88253389752E-04 1.40004605157E-03 1.20404367280E-03 1.99793631133E-03 1.54553760206E-03 2.49157458277E-03 1.75960036709E-03 1.41072025734E-03 1.52025786123E-03 1.41656902519E-03 1.27901720723E-03 1.43994813934E-03 1.41597009012E-03 1.22576461486E-03 1.59296275691E-03
../RV/RVjob_highstat/857/00/WpJ.WpJ_RV.RV.ht_full.s85700.tab.gz 1.89924124204E-03 1.17777364246E-03 1.55394287767E-03 1.50277801024E-03 1.16639545473E-03 1.58960122319E-03 1.08463243653E-03 1.75264871006E-03 1.03653547104E-03 1.85120505314E-03 2.33231835162E-03 1.74590220128E-03 9.63083560574E-04 1.55230530459E-03 1.42988057873E-03 1.37588295781E-03 1.14752543483E-03 1.49280311444E-03 1.56123291230E-03 1.52498132192E-03 1.59296275691E-03
../RV/RVjob_highstat/928/00/WpJ.WpJ_RV.RV.ht_full.s92800.tab.gz 1.39445800194E-03 1.41605626517E-03 1.48682462218E-03 1.16611855029E-03 1.57670265728E-03 1.62428201057E-03 1.69612346303E-03 1.24935412246E-03 1.81884526464E-03 1.64954443732E-03 1.28945314328E-03 1.35284789148E-03 2.03922065149E-03 1.96960367808E-03 1.98314640657E-03 1.31812199629E-03 1.37458090885E-03 1.47213671251E-03 1.41684849779E-03 1.42535130347E-03 1.26874724656E-03
../RV/RVjob_highstat/782/00/WpJ.WpJ_RV.RV.ht_full.s78200.tab.gz 1.29124031687E-03 1.52655262645E-03 1.63498129966E-03 1.28655758940E-03 1.53975244089E-03 1.03670845730E-03 1.50356801002E-03 1.87293783076E-03 1.58545235743E-03 1.93418319996E-03 1.79629321472E-03 1.23419195560E-03 1.03739873375E-03 8.14570739608E-04 1.10620773696E-03 1.66460998715E-03 1.44981589905E-03 1.36450929637E-03 1.40510560918E-03 1.39332993443E-03 1.33084470059E-03
../RV/RVjob_highstat/853/00/WpJ.WpJ_RV.RV.ht_full.s85300.tab.gz 1.86564664447E-03 1.68790554739E-03 1.19931091232E-03 1.65803171630E-03 1.51805700585E-03 1.37977366083E-03 1.69224332354E-03 9.66398689200E-04 1.34378280652E-03 1.65353890099E-03 1.61586952662E-03 1.53581750412E-03 1.00028497584E-03 2.02080745997E-03 1.76956722280E-03 1.42802936021E-03 1.30008845356E-03 1.56090492888E-03 1.24782359955E-03 1.36116945095E-03 1.40328624065E-03
../RV/RVjob_highstat/486/00/WpJ.WpJ_RV.RV.ht_full.s48600.tab.gz 1.79659510985E-03 1.70901341030E-03 1.68002329362E-03 1.73712298804E-03 1.75936911278E-03 1.74860945853E-03 1.91978128840E-03 1.66061935808E-03 1.51892834804E-03 9.90364472232E-04 1.26550769592E-03 7.18928483671E-04 1.45287550892E-03 1.82954131941E-03 1.35369523193E-03 1.47351515647E-03 1.53622817590E-03 1.46233944886E-03 1.32795416280E-03 1.55600830370E-03 1.42739477650E-03
../RV/RVjob_highstat/899/00/WpJ.WpJ_RV.RV.ht_full.s89900.tab.gz 1.40762022737E-03 5.35019052982E-04 5.95227786383E-04 1.69027546293E-03 1.65399844850E-03 1.73089272013E-03 1.52639352245E-03 1.65688339447E-03 1.29308367542E-03 2.05048058685E-03 1.05590201359E-03 8.50416427430E-04 1.66163016991E-03 1.61756147812E-03 1.72228084206E-03 1.25452602535E-03 1.54136289986E-03 1.44913296480E-03 1.30042421412E-03 1.57371364091E-03 1.41034834117E-03
../RV/RVjob_highstat/807/00/WpJ.WpJ_RV.RV.ht_full.s80700.tab.gz 1.68626135626E-03 1.67840132399E-03 1.32444659546E-03 1.59340649483E-03 1.89170355061E-03 1.55728471890E-03 1.79274981570E-03 1.18223586850E-03 1.70445331483E-03 1.27097017674E-03 1.46999052509E-03 5.62286005049E-04 1.05249946275E-03 1.55840097378E-03 1.58659756613E-03 1.57908920961E-03 9.06221195578E-04 1.40061075142E-03 1.42327848911E-03 1.53883059289E-03 1.35065451893E-03
../RV/RVjob_highstat/895/00/WpJ.WpJ_RV.RV.ht_full.s89500.tab.gz 1.74963127200E-03 1.70130323915E-03 1.46696635753E-03 9.96997225345E-04 1.59305675239E-03 1.76361613421E-03 1.37902572164E-03 1.39007996452E-03 1.34866546450E-03 1.72123274215E-03 2.24177657927E-03 2.17201754868E-03 1.89996118104E-03 1.52606368033E-03 1.47201631288E-03 1.38759238084E-03 1.41148994040E-03 1.34190266613E-03 1.57408898796E-03 1.65251252386E-03 1.40338389466E-03
../RV/RVjob_highstat/599/00/WpJ.WpJ_RV.RV.ht_full.s59900.tab.gz 1.31093590210E-03 1.84302282318E-03 1.36265007193E-03 8.89287927735E-04 1.11109460061E-03 1.56419798758E-03 1.56078348517E-03 1.88400489594E-03 2.00539484892E-03 1.46205896416E-03 1.39722854204E-03 1.32293346063E-03 1.32115022276E-03 1.45701655515E-03 1.73068183702E-03 1.63551848370E-03 1.83449400990E-03 1.45405710985E-03 1.57108990039E-03 1.55635294741E-03 1.44782402583E-03
../RV/RVjob_highstat/023/00/WpJ.WpJ_RV.RV.ht_full.s2300.tab.gz 1.19152430634E-03 1.32041986285E-03 1.34446300639E-03 0.00000000000E+00 0.00000000000E+00 1.50798808529E-03 1.83271684678E-03 1.77413873750E-03 1.11039130245E-03 2.08433715654E-03 9.46195595736E-04 1.05677975229E-03 1.38515685488E-03 1.67107853936E-03 1.47911781069E-03 1.44864685011E-03 1.20214289855E-03 1.51042239623E-03 1.30263675821E-03 1.46469071511E-03 1.29569384578E-03
../RV/RVjob_highstat/803/00/WpJ.WpJ_RV.RV.ht_full.s80300.tab.gz 1.29180104963E-03 7.84475916035E-04 1.83368879056E-03 1.61639830164E-03 6.18624724164E-04 1.58399652302E-03 1.57658530615E-03 1.59891387151E-03 2.07777159306E-03 1.24167251209E-03 1.49838542615E-03 1.86762819398E-03 1.94272052135E-03 1.54905691649E-03 1.34322753460E-03 1.51143681021E-03 1.43198905497E-03 1.36448266897E-03 1.39538327921E-03 1.22576461486E-03 1.52546434902E-03
../RV/RVjob_highstat/436/00/WpJ.WpJ_RV.RV.ht_full.s43600.tab.gz 1.30369648261E-03 1.84160090264E-03 1.27608231431E-03 1.00194988573E-03 1.69039614163E-03 1.75061573483E-03 1.87347859392E-03 8.71971830973E-04 1.67066371412E-03 1.77219067303E-03 7.43596555866E-04 1.93603971193E-03 1.86071495417E-03 1.63679648662E-03 1.16021412927E-03 1.32841656023E-03 1.58340366047E-03 1.29128349904E-03 1.39793022902E-03 1.51075162182E-03 1.39955070079E-03
../RV/RVjob_highstat/069/00/WpJ.WpJ_RV.RV.ht_full.s6900.tab.gz 1.70992142850E-03 1.46811229166E-03 1.44166843063E-03 1.79219395216E-03 1.66441268064E-03 1.70445223064E-03 1.74860656328E-03 1.78992017966E-03 1.36628419718E-03 1.85676371343E-03 1.96838719699E-03 1.34173366323E-03 1.20882995806E-03 1.67398420332E-03 1.79411314373E-03 1.52515371139E-03 1.59043659303E-03 1.57450668845E-03 1.46379444205E-03 9.20497120291E-04 1.42771609667E-03
../RV/RVjob_highstat/507/00/WpJ.WpJ_RV.RV.ht_full.s50700.tab.gz 2.27064578397E-03 1.34056786810E-03 1.29695580737E-03 1.13587016108E-03 1.61905429391E-03 1.79733381315E-03 1.35911838929E-03 1.24025440626E-03 2.27268382448E-03 5.44642547854E-04 2.03776311569E-03 1.72709657967E-03 1.15984912527E-03 1.19979619354E-03 1.32948390358E-03 1.36496589201E-03 1.65389929693E-03 1.38268033793E-03 1.37241175727E-03 1.65144779611E-03 1.45275093600E-03
../RV/RVjob_highstat/361/00/WpJ.WpJ_RV.RV.ht_full.s36100.tab.gz 1.63875843686E-03 1.76621707707E-03 1.45488274954E-03 1.71816533862E-03 1.35755044236E-03 8.36354204695E-04 1.61537887168E-03 1.61769807348E-03 1.05625423977E-03 1.08734206023E-03 1.70278112487E-03 1.48391919185E-03 1.58406985855E-03 1.74073378144E-03 9.17318914202E-04 1.53012541843E-03 1.70215954191E-03 1.39455337706E-03 1.53498582884E-03 1.53768368762E-03 1.32816077948E-03
../RV/RVjob_highstat/432/00/WpJ.WpJ_RV.RV.ht_full.s43200.tab.gz 1.52719923142E-03 1.38981874662E-03 1.05611027186E-03 1.54369721395E-03 1.62058329404E-03 1.93327848144E-03 1.60296342910E-03 1.44014158337E-03 1.97225090338E-03 2.16784405714E-03 2.02816089500E-03 1.30953892021E-03 1.95529654631E-03 1.05749502796E-03 1.33898385741E-03 1.19343482813E-03 1.33591850158E-03 1.29128349904E-03 1.67570319983E-03 1.49532454253E-03 1.58136459186E-03
../RV/RVjob_highstat/065/00/WpJ.WpJ_RV.RV.ht_full.s6500.tab.gz 2.21230308492E-03 1.58996692157E-03 1.77104195475E-03 1.58863831017E-03 1.82417235367E-03 1.85232940011E-03 1.11030062824E-03 1.69521819982E-03 1.15779169486E-03 1.96645785521E-03 1.85819226657E-03 1.61869904633E-03 1.15271660380E-03 6.88247500704E-04 9.27548866790E-04 1.65600303873E-03 1.37223683701E-03 1.62821367468E-03 1.33429498922E-03 1.23699822048E-03 1.44782402583E-03
../RV/RVjob_highstat/916/00/WpJ.WpJ_RV.RV.ht_full.s91600.tab.gz 1.99634184278E-03 1.33775299704E-03 1.62957140033E-03 1.82426468182E-03 1.77804585333E-03 1.56516455024E-03 1.00293898432E-03 9.08959102512E-04 1.70445331483E-03 1.63727158405E-03 9.53159514471E-04 1.38494287181E-03 1.47072281377E-03 1.71411326310E-03 1.42212369593E-03 1.41656902519E-03 9.06221195578E-04 1.36450929637E-03 1.37158660035E-03 1.42535130347E-03 1.52915305838E-03
../RV/RVjob_highstat/549/00/WpJ.WpJ_RV.RV.ht_full.s54900.tab.gz 1.12383623586E-03 1.92669172938E-03 1.66226059065E-03 1.71256921897E-03 1.82111373243E-03 1.32060408613E-03 1.14481965559E-03 8.67039142059E-04 2.07777159306E-03 2.03621779404E-04 9.35345558873E-04 1.60990317902E-03 1.86490374130E-03 1.64341390008E-03 1.30231463988E-03 1.63551848370E-03 1.56208444035E-03 1.56090492888E-03 1.57108990039E-03 1.65251252386E-03 1.52915305838E-03
../RV/RVjob_highstat/061/00/WpJ.WpJ_RV.RV.ht_full.s6100.tab.gz 1.49262954600E-03 1.91457933117E-03 9.97261140386E-04 1.55604079643E-03 1.75117002395E-03 1.68665975698E-03 1.37902572164E-03 1.44521154487E-03 1.68691294025E-03 1.16363372189E-03 1.69207014586E-03 7.18177535767E-04 1.05948777515E-03 1.39699865086E-03 1.50052460947E-03 1.44864685011E-03 1.60586192094E-03 1.57450668845E-03 1.37158660035E-03 1.32212033036E-03 1.53176052345E-03
../RV/RVjob_highstat/770/00/WpJ.WpJ_RV.RV.ht_full.s77000.tab.gz 7.91307638638E-04 1.60086117805E-03 1.50286345486E-03 1.33103431054E-03 1.49937157292E-03 1.77468192798E-03 1.75249091819E-03 1.11400217582E-03 1.34378280652E-03 1.40797871335E-03 1.89242314621E-03 1.86797713664E-03 1.25232082997E-03 1.72487146777E-03 1.43488867186E-03 1.38759238084E-03 1.33591850158E-03 1.38268033793E-03 1.33429498922E-03 1.42535130347E-03 1.32816077948E-03
../RV/RVjob_highstat/841/00/WpJ.WpJ_RV.RV.ht_full.s84100.tab.gz 1.21778893625E-03 0.00000000000E+00 9.89774537046E-04 1.42524208563E-03 1.69151488365E-03 1.22591839400E-03 1.36696839825E-03 1.43334975159E-03 1.37816722876E-03 2.15179958639E-03 2.22341439668E-03 9.38949497314E-04 1.84165248186E-03 1.98681216369E-03 1.53900148756E-03 1.37588295781E-03 1.65389929693E-03 1.57450668845E-03 1.57408898796E-03 1.32212033036E-03 1.40338389466E-03
../RV/RVjob_highstat/474/00/WpJ.WpJ_RV.RV.ht_full.s47400.tab.gz 1.85123820978E-03 1.75512110708E-03 1.36136460325E-03 1.22441959701E-03 1.33983709228E-03 1.77802980498E-03 1.60296342910E-03 1.54921627961E-03 1.15779169486E-03 7.81709698569E-04 1.33595379736E-03 1.62117712970E-03 1.34324477892E-03 1.80502278979E-03 1.33051946639E-03 1.32841656023E-03 1.59043659303E-03 1.29128349904E-03 1.67570319983E-03 1.39332993443E-03 1.44782402583E-03
../RV/RVjob_highstat/178/00/WpJ.WpJ_RV.RV.ht_full.s17800.tab.gz 0.00000000000E+00 0.00000000000E+00 1.66257234027E-03 1.44234662376E-03 9.35129764470E-04 1.82325698283E-03 1.61537887168E-03 1.29542927389E-03 1.34866546450E-03 9.64264853364E-04 1.56713874709E-03 9.16517839188E-04 1.26946752326E-03 1.61947074551E-03 1.18679041648E-03 1.48202315823E-03 1.58340366047E-03 1.36448266897E-03 1.53498582884E-03 1.46469071511E-03 1.59296275691E-03
../RV/RVjob_highstat/958/00/WpJ.WpJ_RV.RV.ht_full.s95800.tab.gz 9.00386264256E-04 1.74151552519E-03 1.08196985680E-03 1.46812396256E-03 1.49508786537E-03 9.14647699567E-04 1.35911838929E-03 2.08207677933E-03 1.97225090338E-03 1.07125760712E-03 1.90084165874E-03 1.66257408995E-03 1.53404884588E-03 1.07910457631E-03 1.51611683509E-03 1.57908920961E-03 1.43198905497E-03 1.51042239623E-03 1.37241175727E-03 1.50762282743E-03 1.32816077948E-03
../RV/RVjob_highstat/015/00/WpJ.WpJ_RV.RV.ht_full.s1500.tab.gz 1.51690324709E-03 1.64934087328E-03 1.42208259620E-03 1.52745829761E-03 1.71463534111E-03 1.61845220281E-03 1.74860656328E-03 1.73233521112E-03 1.05625423977E-03 1.90052137230E-03 1.26234073782E-03 1.40513334741E-03 1.60438726773E-03 7.29669047863E-04 9.64472589238E-04 1.53012541843E-03 1.20214289855E-03 1.45405710985E-03 1.46379444205E-03 1.23699822048E-03 0.00000000000E+00
../RV/RVjob_highstat/587/00/WpJ.WpJ_RV.RV.ht_full.s58700.tab.gz 2.12545299214E-03 2.01329132625E-03 1.90743687997E-03 8.38936754605E-04 1.75053842534E-03 1.72423028158E-03 1.87347859392E-03 1.63739965405E-03 2.27268382448E-03 2.40620181817E-03 1.54926155886E-03 9.54404881835E-04 1.82695051885E-03 1.54092359223E-03 1.64806651183E-03 1.36496589201E-03 1.37223683701E-03 1.47050355643E-03 1.39793022902E-03 1.65251252386E-03 1.42771609667E-03
